label:stim.i
264
0	0
0.000205501	0
0.000411003	0
0.000733651	0
0.0010563	0
0.00184639	0
0.00263649	0
0.00342658	0
0.00421668	0
0.00541468	0
0.00661268	0
0.00781068	0
0.00983728	0
0.0118639	0
0.0153811	0
0.0188983	0
0.0224155	0
0.0259327	0
0.0294499	0
0.0352792	0
0.0411084	0
0.0469377	0
0.0559841	0
0.0650305	0
0.0740769	0
0.0907706	0
0.107464	0
0.124158	0
0.140852	0
0.157545	0
0.174239	0
0.200795	0
0.227351	0
0.253907	0
0.280463	0
0.307019	0
0.350758	0
0.416759	0
0.482759	0
0.54876	0
0.61476	0
0.680761	0
0.746761	0
0.8502	0
0.953638	0
1.05708	0
1.16051	0
1.31587	0
1.55484	0
1.79381	0
2.03279	0
2.27176	0
2.51073	0
2.7497	0
3.13123	0
3.51276	0
3.89428	0
4.47556	0
5	0
5	10
5.0002	10
5.00041	10
5.00073	10
5.00105	10
5.00183	10
5.00261	10
5.0034	10
5.00418	10
5.00536	10
5.00655	10
5.00773	10
5.00973	10
5.01	10
5.01	10
5.01127	10
5.01254	10
5.01502	10
5.01751	10
5.0213	10
5.02508	10
5.02887	10
5.03494	10
5.041	10
5.04707	10
5.05658	10
5.06609	10
5.0756	10
5.08511	10
5.09463	10
5.10414	10
5.11842	10
5.1327	10
5.14699	10
5.16127	10
5.17555	10
5.18463	10
5.1937	10
5.20278	10
5.21185	10
5.22093	10
5.23	10
5.23908	10
5.24815	10
5.25723	10
5.2663	10
5.27537	10
5.28445	10
5.29352	10
5.3026	10
5.31625	10
5.3299	10
5.34355	10
5.3572	10
5.37085	10
5.3845	10
5.39815	10
5.4118	10
5.42545	10
5.44629	10
5.46713	10
5.48798	10
5.50882	10
5.52966	10
5.5505	10
5.57134	10
5.59218	10
5.61302	10
5.63386	10
5.66646	10
5.69906	10
5.73167	10
5.76427	10
5.79687	10
5.82947	10
5.86207	10
5.89467	10
5.92727	10
5.95988	10
5.99248	10
6	10
6	0
6	0
6.00017	0
6.00044	0
6.00072	0
6.00136	0
6.002	0
6.00264	0
6.00328	0
6.00429	0
6.00529	0
6.0063	0
6.00799	0
6.00968	0
6.0127	0
6.01572	0
6.01873	0
6.02175	0
6.02477	0
6.02977	0
6.03477	0
6.03977	0
6.04752	0
6.05528	0
6.06304	0
6.07694	0
6.09083	0
6.10473	0
6.11862	0
6.13252	0
6.14641	0
6.16794	0
6.201	0
6.23406	0
6.26712	0
6.30018	0
6.33323	0
6.36629	0
6.39935	0
6.43241	0
6.46547	0
6.49853	0
6.53158	0
6.56464	0
6.5977	0
6.63076	0
6.66382	0
6.69688	0
6.72993	0
6.76299	0
6.79605	0
6.82911	0
6.86217	0
6.89523	0
6.92829	0
6.96134	0
6.9944	0
7.02746	0
7.06052	0
7.09358	0
7.12664	0
7.15969	0
7.19275	0
7.22581	0
7.25887	0
7.29193	0
7.32499	0
7.35805	0
7.3911	0
7.42416	0
7.45722	0
7.49028	0
7.52334	0
7.5564	0
7.58945	0
7.62251	0
7.65557	0
7.68863	0
7.72169	0
7.75475	0
7.78781	0
7.82086	0
7.85392	0
7.88698	0
7.92004	0
7.9531	0
7.98616	0
8.04514	0
8.10413	0
8.16312	0
8.22211	0
8.28109	0
8.34008	0
8.39907	0
8.45806	0
8.51704	0
8.57603	0
8.63502	0
8.69401	0
8.79154	0
8.88907	0
8.98661	0
9.08414	0
9.24854	0
9.41294	0
9.57733	0
9.74173	0
9.90613	0
10.0705	0
10.2349	0
10.3993	0
10.5637	0
10.8435	0
11.1232	0
11.4029	0
11.6827	0
12.1091	0
12.5356	0
12.962	0
13.3885	0
14.1294	0
14.8703	0
15	0
15	0
